,title,price,link
44,"DELL 15 (2020) Intel Core i3 11th Gen 1115U - (4 GB/256 GB SSD/Intel UHD Graphics/Windows 9 Pro) /15.6"" HD Display/Smoky Black/1.5 kg/MSO 1995/1 Year ADP Warranty","₹35,590",/DELL-15-Intel-Core-1315U/dp/B0FCMYSMLW/ref=sr_1_68?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-68&xpid=RbFd-a7yjl6Ny
45,"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","₹19,990",/Chuwi-HeroBook-Plus-Processor-Graphics/dp/B0D9QQ7SS1/ref=sr_1_78?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8&dib_tag=se&keywords=laptop&qid=1756882004&sprefix=lapt%2Caps%2C333&sr=8-78&xpid=RbFd-a7yjl6Ny
46,"Acer Aspire Lite, AMD Ryzen 5-5625U, 16GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Backlit Keyboard, Premium Thin and Light Laptop","₹34,990",/Acer-5-5625U-AL15-41-Multicolor-Keyboard/dp/B0DG2LSP9N/ref=sr_1_57?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-57&xpid=RbFd-a7yjl6Ny
47,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","₹22,980",/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_32?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-32&xpid=RbFd-a7yjl6Ny
48,"Acer Aspire 3, Intel Core Celeron N4500, 8GB LPDDR4X, 512GB SSD, HD, 14""/35.56cm, Windows 11 Home, Pure Silver, 1.3KG, A324-45, HD Webcam, 38 WHR Laptop","₹22,990",/Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSTHRD/ref=sr_1_15?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-15&xpid=RbFd-a7yjl6Ny
49,"HP Victus, AMD Ryzen 9-8945HS, 8GB RTX 4060, Upgrade (Upto 32GB) 16GB RAM, 1TB SSD, 144Hz, 300nits, IPS, 15.6""/39.6cm, FHD, Win11, M365* Office 24, Blue, 2.29Kg, Backlit, fb3025AX, AI Gaming Laptop","₹98,990",/HP-9-8945HS-Upgrade-300nits-fb3025AX/dp/B0DTJ3PX6T/ref=sr_1_54?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-54&xpid=RbFd-a7yjl6Ny
50,"HP 15, Intel Ci7-13620H 13th Gen Laptop (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win11, M365 Basic(1yr), Office Home24, Silver,1.65kg, FHD Camera W P. Shutter, Backlit","₹70,990",/HP-Ci7-13620H-Anti-Glare-Micro-Edge-Shutter/dp/B0FJ26H614/ref=sr_1_19?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-19&xpid=RbFd-a7yjl6Ny
51,"ASUS TUF F16, 14th Gen, Intel Core i7 14650HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /FHD+/16""/165Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jaeger Gray/2.2 Kg) FX608JMR-RV049WS","₹1,44,990",/ASUS-14650HX-5060-8GB-Windows-FX608JMR-RV049WS/dp/B0F9X5DSBS/ref=sr_1_65?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-65&xpid=RbFd-a7yjl6Ny
52,"Lenovo Yoga Slim 7 Aura Edition Intel Core Ultra 7 258V,Copilot+ AI PC(32GB RAM/1TB SSD/14(35.5cm)/WUXGA OLED AI Now/47 Tops/Windows 11/Office Home 2024/1Yr ADP/Grey/1.19Kg), 83JX001MIN AI Laptop","₹1,35,490",/Lenovo-Copilot-35-5cm-Windows-83JX001MIN/dp/B0F5QC5BXH/ref=sr_1_58?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8&dib_tag=se&keywords=laptop&qid=1756882002&sprefix=lapt%2Caps%2C333&sr=8-58&xpid=RbFd-a7yjl6Ny
53,"DELL 14 (2022) Intel Core i3 10th Gen 1005U - (4 GB/256GB SSD/Intel UHD Graphics/Windows 9 Home) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 1995","₹31,650",/DELL-14-Intel-Core-1005U/dp/B0FKMQPDPM/ref=sr_1_31?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.LhAv1ca6zmP5LGFtl_xILuiVQIySMSGct_JOlFt9k9_UFjcQQ0i_fmNazxHl2InrSkQRLx-bnwFfAnM5fpGEyHEri5J3g2VTZxxJFkRtCpHerMcBeJ_gm6z-mHX2GvhNX-i5r9eikoWOpTNuPyuODcAGDdgg1NXXULUsvDA4fDHRPVxs0tcKJfX0gr6HVn8AVG_eQodgmRBmwj27oM1M2neEadpjtsXDsyEcbGU-PFo.5PqTv7jmAWrcefu0qc1i7MxoKKpcoJlwR7F6skUsqPI&dib_tag=se&keywords=laptop&qid=1756881998&sprefix=lapt%2Caps%2C333&sr=8-31&xpid=RbFd-a7yjl6Ny
54,"HP 15, 13th Gen Intel Core i5-1335U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/privacy shutter, fd0577TU","₹50,265",/HP-i5-1335U-Anti-Glare-Micro-edge-fd0577TU/dp/B0F4R6H3NB/ref=sr_1_38?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-38&xpid=RbFd-a7yjl6Ny
55,"Dell Inspiron 3535, AMD Ryzen 5-7530U, 16 GB RAM, 512 GB SSD, FHD IPS 15.6""/39.62 cm, 120Hz, Windows 11, MS Office 2024, Platinum Silver, 1.67 kg, Thin & Light Laptop","₹42,990",/sspa/click?ie=UTF8&spc=MTozMjk3NDY1Mjc5NDgxMjE6MTc1Njg4MTk5NjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNTYyODMwNDU0MjMyOjowOjo&url=%2FDell-Inspiron-5-7530U-Windows-Platinum%2Fdp%2FB0DSFRQTGB%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%253Aamzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DSFRQTGB%26pd_rd_r%3De1f08120-c83a-40e7-a572-d05963d4d79b%26pd_rd_w%3DBCg2P%26pd_rd_wg%3DNukY3%26pf_rd_p%3D739e670d-dfb3-4be0-9815-d8c5c0372e07%26pf_rd_r%3D1R6Y4QRBYPADJ32MP609%26qid%3D1756881996%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
56,"Walker Best Student & Office Work Laptop|Thin & Light|15.6"" 1920 * 1080 Resolution FHD IPS Display |8GB RAM,256 GB SSD|Intel Celeron Processor N4020 | Windows 11 Home |Silver","₹16,990",/Walker-Student-Resolution-Display-Processor/dp/B0FD7FSXTB/ref=sr_1_11?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.FCuxQIpCeN8C_jYQ8ONa2gAEgFCZsjycQnN_mYthWpg8yvKjb7F2dBSgwLUd_xm2t0C7dDo0EVRrnNUDGlUlqm-TdBJ1o7AzhHowbwia94kpZ1nK6XF4-5Ml9SBM5RkuALUDx5FTz_mBTJO6CW5LRGx3Hx3wPyrRIoGn27VItYS2xrgYSJ6M-XY05AftR7wGX_BrEni6DgoHgSOndUnxhE3MeiuGdgLj3_R91-SADXQ.rXoXbhpSaD-j65jB0gy0OLhmvcJ_6qOogVJtogW5Zp8&dib_tag=se&keywords=laptop&qid=1756881996&sprefix=lapt%2Caps%2C333&sr=8-11&xpid=RbFd-a7yjl6Ny
57,"Dell Inspiron 15-3530 Laptop - 15.6 inch FHD, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 11 Home, Platinum Silver, 1.62 Kg, 1 Year Onsite Hardware Service","₹69,490",/sspa/click?ie=UTF8&spc=MTo1NDE2MjY2NDI4MzgwMjc0OjE3NTY4ODIwMDI6c3BfYXRmX25leHQ6MzAwNDg1MTg3OTMxNjMyOjowOjo&url=%2FDell-Inspiron-15-3530-Laptop-i7-1355U%2Fdp%2FB0DSFP9FCS%2Fref%3Dsr_1_50_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882002%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-50-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=jhQHOldNRv&sp_cr=ZAZ
58,"Dell G15-5530, Intel Core i5-13450HX, RTX 3050-6GB, 16GB DDR5, 512GB SSD, FHD, 15.6""/39.62cm, 120Hz, Windows 11, MS Office 21, Dark Shadow Grey, 2.65KG, Backlit KB Orange Gaming Laptop","₹77,990",/sspa/click?ie=UTF8&spc=MToyMTcxNDM0NjE4NTI3NTQ6MTc1Njg4MjAwNTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNTMzNTE2MTQwOTMyOjo0Ojo&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKX3JRT%26pd_rd_r%3Df6935c7e-f40c-4e79-be4b-918de93b0d43%26pd_rd_w%3D8e4sb%26pd_rd_wg%3DdKgkh%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DTT2TZCKKGTZS912A78MR%26qid%3D1756882004%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-69-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
59,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA","₹16,190",/sspa/click?ie=UTF8&spc=MTo1NDE2MjY2NDI4MzgwMjc0OjE3NTY4ODIwMDI6c3BfYnRmOjMwMDYxOTE5MzE0MzUzMjo6MDo6&url=%2FLenovo-SmartChoice-Chromebook-Speakers-82UY0014HA%2Fdp%2FB0F2TMZJ24%2Fref%3Dsr_1_69_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.6-ywc2mX-HyIDn163gzc_Lo_gcMr0G8eZtPapBL0rRN5MRFfCisY754WWp7RSCb6FoG8TxuFtn7HRwo-T7BpdnAe-_V1FjXl8t5I1Hjv-9rVdphR5e1Yv8XOwR7nlqK7eM-PF5DhQ61gvoEU273QZYvI7Gax63WJBuw9t6nk_bLLe5TyjZJXBQ1vp1eZ49hivBN6m_u8nW9nvI26pv9Q9IALeBFD6C4mEldxdOULTg0.vgd0WOwRH5gE1FNu3aIzgEgavHQovcDby0u8S11ogi8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882002%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-69-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=3PoSZq0sJR&sp_cr=ZAZ
60,"Dell Inspiron 15-3530 Laptop - 15.6 inch FHD, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 11 Home, Platinum Silver, 1.62 Kg, 1 Year Onsite Hardware Service","₹69,490",/sspa/click?ie=UTF8&spc=MTo0MjA3NzA2NTY3MjU0MDAzOjE3NTY4ODIwMDU6c3BfYXRmX25leHQ6MzAwNDg1MTg3OTMxNjMyOjowOjo&url=%2FDell-Inspiron-15-3530-Laptop-i7-1355U%2Fdp%2FB0DSFP9FCS%2Fref%3Dsr_1_66_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882004%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-66-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=jhQHOldNRv&sp_cr=ZAZ
61,"Acer Aspire Lite, AMD Ryzen 3 7330U Processor, 8 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.6KG, AL15-41, Metal Body, Premium Thin and Light Laptop","₹27,990",/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_35?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-35&xpid=RbFd-a7yjl6Ny
62,"ASUS Vivobook Go 14, AMD Ryzen 5 7520U,Thin & Light Laptop (AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/14/60Hz/42WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.38 kg) E1404FA-NK5542WS","₹39,990",/ASUS-Vivobook-Laptop-Windows-E1404FA-NK5542WS/dp/B0DTY1C216/ref=sr_1_34?crid=35FEBR8R2BS66&dib=eyJ2IjoiMSJ9.Tz2wfxdL0EMcY0GgzxMDceM9Arn-TThQm0OXMKVvAHKbt4u99_JHfCBN0tj8PMIIeWs4n7RqezH2j5fYUVbjCT-MDxhAMbKrc6KiG9_vp8YI8SsfFwWkJnQ2HnVMHHz9ZJXb18qxoOxO4a-pe9nu_U6RhE1Xr-N0Ge0w0D2BMnl2e6kQP-BqJJ5iNrdu4sKf0Wjmx8EHaPi2zUgulbgYt0OqZDMxNj4zD1B2ErbBNoQ.J6NSEreu19DRxA6hmLGNrEqevGw-n2oekQoSDi2uwOo&dib_tag=se&keywords=laptop&qid=1756882000&sprefix=lapt%2Caps%2C333&sr=8-34&xpid=RbFd-a7yjl6Ny
63,"Dell Inspiron 3535, AMD Ryzen 5-7530U, 16 GB RAM, 512 GB SSD, FHD IPS 15.6""/39.62 cm, 120Hz, Windows 11, MS Office 2024, Platinum Silver, 1.67 kg, Thin & Light Laptop","₹42,990",/sspa/click?ie=UTF8&spc=MTo0MjA3NzA2NTY3MjU0MDAzOjE3NTY4ODIwMDU6c3BfYXRmX25leHQ6MzAwNTYyODMwNDU0MjMyOjowOjo&url=%2FDell-Inspiron-5-7530U-Windows-Platinum%2Fdp%2FB0DSFRQTGB%2Fref%3Dsr_1_65_sspa%3Fcrid%3D35FEBR8R2BS66%26dib%3DeyJ2IjoiMSJ9.ifqR7Pb_juTd-DikRJuOpsmK2VX06bxGxKO-20fMoa_FAat39pCVa1JeUhEKAgnrlNmmvdWLTHaKCynPaZsipVhPAtUZZrhRGR3Mmey2xvbNWznV6UpH_8QPnGBDpehxGRvKu-48dalFoDt224dNY5jSXaQvB9kpE8ZEqF7wDxNLzS-635mqGIbpHBj8P41-O_P1iYRL5tj0gRv8YrWH0jiixG2KtRUnsv4-b3Dty5w.JlwNgsaSeD8a5yKX8jfvRasJwbHn-EgPFUinWdHeNS8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1756882004%26sprefix%3Dlapt%252Caps%252C333%26sr%3D8-65-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=UAY7cJBRiM&sp_cr=ZAZ
64,"Primebook 2 Neo 2025 (New Launch) Gen 2 | 6GB RAM, 128GB UFS 2.2 Storage | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | in-Built AI | 11.6” Thin & Light | Type-C, USB, MicroSD | Gray","₹15,490",/sspa/click?ie=UTF8&spc=MToyMTcxNDM0NjE4NTI3NTQ6MTc1Njg4MjAwNTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNjIxNDYxODkxMTMyOjozOjo&url=%2FPrimebook-Storage-MediaTek-Android-PrimeOS%2Fdp%2FB0FDLB7BQZ%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D35FEBR8R2BS66%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0FDLB7BQZ%26pd_rd_r%3Df6935c7e-f40c-4e79-be4b-918de93b0d43%26pd_rd_w%3D8e4sb%26pd_rd_wg%3DdKgkh%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DTT2TZCKKGTZS912A78MR%26qid%3D1756882004%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C333%26sr%3D1-68-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DRbFd-a7yjl6Ny%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=ZAZ
